start_sec,end_sec,head_speed_val,head_score,gaze_jitter_val,gaze_score,smile_val,smile_score
29,34,0.027471316933941507,0.5631759704649578,0.0001444112875296844,0.29975483259559865,0.8352272871529173,0.664789815226414
30,35,0.02727412022785493,0.5689815552279371,0.00012760797338443958,0.4362694502888639,0.8253320368850466,0.5731781728733016
31,36,0.02505591387864761,0.6326413311755634,0.00011080715031086822,0.5831566001402867,0.7980473419827351,0.3142734270289789
32,37,0.024641561951605957,0.6441054568721201,0.00010396439420415209,0.6403501158719731,0.7901623258057745,0.2514500712087277
33,38,0.024353445439883978,0.6519815624567075,0.00010587889476217111,0.6246697991953011,0.792703853858677,0.27076305652539057
34,39,0.024275632087046566,0.6540947461994052,0.00010201964635414905,0.6559769607833427,0.7926827064328162,0.2705985661975605
35,40,0.025218519924668694,0.6281002550742034,0.00010132472741468692,0.6614821109504005,0.7887368565062186,0.24102678053404478
36,41,0.024529775357911513,0.6471708606615971,0.00010134593689543913,0.6613147252272689,0.7933336609484704,0.2756905777998536
37,42,0.02491123913677366,0.6366619771134364,9.74185885157139e-05,0.6915889801466225,0.8079928536942007,0.4041140848904141
38,43,0.02379739851254617,0.6669465701114292,7.813870856099703e-05,0.8156248493739345,0.8053324407316881,0.37914589059486936
39,44,0.023935602511579068,0.6632569458304957,8.555237430581715e-05,0.7730693281277058,0.7944895118508839,0.2848768461479744
40,45,0.023451804148659713,0.6760830917543336,8.365412293110786e-05,0.7845900851492209,0.78794745064202,0.23538285964324365
41,46,0.02313215815575984,0.684415952403761,8.77515532082148e-05,0.7591865647260249,0.7883223283916726,0.23805161733305114
42,47,0.0233403850579417,0.6790007249622348,8.314617027282388e-05,0.7875999685370549,0.7830406627476877,0.20237850488929407
43,48,0.02237917749365879,0.7035772237913569,7.964092411580358e-05,0.8075306115093064,0.7747873369525472,0.1548988357678418
44,49,0.024340543543816057,0.6523323569991057,0.00011168390267594221,0.5756273116123697,0.7814835694429556,0.19265570284598926
45,50,0.023667737459372024,0.6703896280826995,0.0001164518105683815,0.534153522998061,0.7847756618711941,0.2136381001019566
46,51,0.024043221709697013,0.6603699672976437,0.0001145638648003274,0.5506651232388945,0.7958293502688235,0.29575252784676676
47,52,0.023047465199113285,0.6866043707970604,0.00011588041669029465,0.5391604068086774,0.7920297785853952,0.2655509567420563
48,53,0.02248603751412046,0.7008991017242047,0.00011737118610447636,0.5260833860802017,0.7942769642403181,0.28317383404957047
49,54,0.02446688206345556,0.648890225391803,0.00013775306046228696,0.3511861359250241,0.802150375004545,0.3501108984078598
50,55,0.024050997062580737,0.66016092110856,0.00020058729477310608,0.05582394848319997,0.8136534305241181,0.45876403521150244
51,56,0.023280460815502224,0.680564163641833,0.0001891688827426736,0.08123198990404577,0.8329196583046033,0.6442343156028689
52,57,0.022526858643615217,0.6998723904502595,0.0001865457662392846,0.08840350619969956,0.8404840481436356,0.709268718213248
53,58,0.021940900751045173,0.7144144249696096,0.00017175578520774192,0.14038614608689395,0.8635665068579129,0.8583080923423574
